id,district,police_station,crime_category,crime_subcategory,reported_cases,severity,year,month,source,source_url,data_precision,is_synthetic
4121,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,7,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4122,South,South Central PS,Stalking,Sec 354D IPC,13,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4123,South East,South East Central PS,Stalking,Sec 354D IPC,9,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4124,South West,South West Central PS,Stalking,Sec 354D IPC,8,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4125,West,West Central PS,Stalking,Sec 354D IPC,13,6,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4126,Central,Central Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,8,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4127,East,East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4128,New Delhi,New Delhi Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,4,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4129,North,North Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,9,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4130,North East,North East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4131,North West,North West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,37,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4132,Shahdara,Shahdara Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,15,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4133,South,South Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,28,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4134,South East,South East Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4135,South West,South West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,19,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4136,West,West Central PS,Cruelty by Husband or Relatives,Sec 498A IPC,20,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4137,Central,Central Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4138,East,East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4139,New Delhi,New Delhi Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4140,North,North Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4141,North East,North East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4142,North West,North West Central PS,Dowry Deaths,Sec 304B IPC,2,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4143,Shahdara,Shahdara Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4144,South,South Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4145,South East,South East Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4146,South West,South West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4147,West,West Central PS,Dowry Deaths,Sec 304B IPC,1,9,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4148,Central,Central Central PS,Voyeurism,Sec 354C IPC,5,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4149,East,East Central PS,Voyeurism,Sec 354C IPC,11,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4150,New Delhi,New Delhi Central PS,Voyeurism,Sec 354C IPC,2,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4151,North,North Central PS,Voyeurism,Sec 354C IPC,6,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4152,North East,North East Central PS,Voyeurism,Sec 354C IPC,14,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4153,North West,North West Central PS,Voyeurism,Sec 354C IPC,24,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4154,Shahdara,Shahdara Central PS,Voyeurism,Sec 354C IPC,10,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4155,South,South Central PS,Voyeurism,Sec 354C IPC,19,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4156,South East,South East Central PS,Voyeurism,Sec 354C IPC,16,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4157,South West,South West Central PS,Voyeurism,Sec 354C IPC,10,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4158,West,West Central PS,Voyeurism,Sec 354C IPC,18,5,2022,6,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4159,Central,Central Central PS,Rape,Sec 376 IPC,5,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4160,East,East Central PS,Rape,Sec 376 IPC,14,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4161,New Delhi,New Delhi Central PS,Rape,Sec 376 IPC,3,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4162,North,North Central PS,Rape,Sec 376 IPC,6,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4163,North East,North East Central PS,Rape,Sec 376 IPC,14,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4164,North West,North West Central PS,Rape,Sec 376 IPC,28,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4165,Shahdara,Shahdara Central PS,Rape,Sec 376 IPC,8,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4166,South,South Central PS,Rape,Sec 376 IPC,21,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4167,South East,South East Central PS,Rape,Sec 376 IPC,16,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4168,South West,South West Central PS,Rape,Sec 376 IPC,13,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4169,West,West Central PS,Rape,Sec 376 IPC,16,9,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4170,Central,Central Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,5,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4171,East,East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,14,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4172,New Delhi,New Delhi Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,2,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4173,North,North Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,7,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4174,North East,North East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,13,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4175,North West,North West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,22,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4176,Shahdara,Shahdara Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,8,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4177,South,South Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,18,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4178,South East,South East Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,17,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4179,South West,South West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,12,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4180,West,West Central PS,Assault on Women with Intent to Outrage Modesty,Sec 354 IPC,16,7,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4181,Central,Central Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,4,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4182,East,East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,12,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4183,New Delhi,New Delhi Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,2,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4184,North,North Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,6,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4185,North East,North East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4186,North West,North West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,25,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4187,Shahdara,Shahdara Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,8,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4188,South,South Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,14,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4189,South East,South East Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,14,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4190,South West,South West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,11,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4191,West,West Central PS,Kidnapping & Abduction of Women,Sec 363/366 IPC,14,8,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4192,Central,Central Central PS,Stalking,Sec 354D IPC,2,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4193,East,East Central PS,Stalking,Sec 354D IPC,5,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4194,New Delhi,New Delhi Central PS,Stalking,Sec 354D IPC,1,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4195,North,North Central PS,Stalking,Sec 354D IPC,3,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4196,North East,North East Central PS,Stalking,Sec 354D IPC,6,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4197,North West,North West Central PS,Stalking,Sec 354D IPC,10,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
4198,Shahdara,Shahdara Central PS,Stalking,Sec 354D IPC,4,6,2022,7,NCRB Crime in India & Delhi Police Statistical Handbook,https://ncrb.gov.in / https://delhipolice.gov.in,District-Level Aggregate,False
